#nfl	0.007947955188350009
heading	0.013649921170572399
read	0.005906762104762375
hill	0.009972476234632266
y	0.07526671035607124
joined	0.0061355123317076155
officials	0.00938516694899072
showing	0.011680895792073098
mentally	0.009646179867266236
assistance	0.00592811116261327
cooper	0.04692888742445023
spreading	0.05338884020449375
jim	0.014024258738306594
intelligence	0.0278523719549304
topic	0.010344009521278785
host	0.0038780324994609483
terror	0.03934318439393114
lying	0.007742969112364939
ben	0.004413879542419785
inauguration	0.022623642673649247
days	0.053191378748327356
richard	0.01668324932698817
minneapolis	0.01655710769115526
#1stamendment	0.0354941375302279
title	0.03230522451077622
word	0.020007036112513088
corporate	0.00876933453619555
#equality	0.12612814885379076
attempted	0.05067576093616122
lawlessness	0.05173052435777059
countries	0.004958575923888819
werden	0.03620647066755833
strip	0.03151075549869309
wound	0.028027200802784757
disease	0.021220878806415322
plain	0.010851392058456089
summit	0.019063355606210197
savage	0.01203515880205841
councilman	0.029905095384025415
counts	0.038482702164810645
ideas	0.00873877667111811
key	0.035611971069591686
websites	0.12084440476706604
org	0.020184030917576923
makes	0.01021324575221294
process	0.0036605683063026806
#god	0.042713712949866145
#wakeupamerica	0.019135847225711045
chiefs	0.009194085005605812
dumbass	0.005623678415045963
appease	0.014714557612352408
john	0.007713394041337862
trip	0.015676122167970208
conviction	0.015163637472707436
mama	0.019555461979536837
admin	0.022667209671239696
conference	0.01262094878080866
firm	0.1544481718100268
o	0.04076356856534158
percent	0.026297259850333266
#freedomofspeech	0.029730206188755104
blow	0.014400505691777088
corona	0.06828616004929589
capitol	0.08904777042974854
save	0.008388313799407299
choice	0.007106239842018747
sometimes	0.0061174939016485075
very	0.00799064348789702
ship	0.048028027034494714
charge	0.008095473271163334
kept	0.005808265082335229
#women	0.005867559536767097
til	0.02433799841382256
wanna	0.00435770691767523
disgusting	0.003494690691778768
fat	0.014019733350397967
dallas	0.00555835226850987
enemy	0.03182309991360033
fighting	0.0142944638991922
refuses	0.011885925191353008
illegal	0.03415836945922157
thousand	0.015912881525259714
certainly	0.0017757208622958265
