force	0.0038428414178544035
funny	0.002289153231836094
senators	0.009622239822925316
fires	0.020152859559535385
hashtags	0.01871325413143987
fa	0.07904238841532352
confront	0.03512682980702697
google	0.061581445893055475
bias	0.005083622637396479
cause	0.016205979103778745
wrote	0.009424027984808347
beer	0.005734635025541168
mess	0.01861801462197743
subway	0.00927876707614761
check	0.003945318246693752
stand	0.0109946485705944
pressure	0.13276294068113148
native	0.012356505826444097
heck	0.01705466902402386
married	0.014382489501337248
diego	0.014444844829021197
sister	0.008235798560148777
louis	0.007055572470103133
struck	0.018709093734358584
starts	0.022798342210306632
bound	0.012552736398263709
celebrating	0.012418659741636806
declares	0.00888886093789254
team	0.018901099889555906
name	0.013809134212868668
steps	0.039069331443028155
releases	0.016975878580510195
rioters	0.02963200409505129
m	0.012274135187834823
of	0.005995098120245457
correction	0.051151961150900815
better	0.00494650150070064
recorded	0.02175056982031265
emanuel	0.021417555404544597
immigrants	0.042331332932320054
laws	0.007256049256326169
assassinated	0.025707996888655105
pics	0.014682421851364924
should	0.0027903583303920954
if	0.0034306624563666954
accountable	0.009818411792310688
nevada	0.04814126483961456
reportedly	0.007915425682673227
wayne	0.06623877861532113
looting	0.0030665005892671626
#wakeupamerica	0.019135847225711045
among	0.032357016081925094
sis	0.014805588254145019
position	0.027223238477266154
golf	0.016361091768428482
horrible	0.006485440021350097
peoples	0.00953129650804907
main	0.02261360757791797
#nyc	0.00441449083763068
#blacksfortrump	0.11004529945347818
appreciated	0.013277158530953015
patriotic	0.02098873294367043
publicly	0.01026419364570963
seen	0.0026269617546486046
happy	0.024352624378245258
knife	0.008631245139508747
policeman	0.006026813894979277
regular	0.0074738661503158665
floyd	0.006906180845832277
minute	0.014266944018698768
avoid	0.03223776892989516
deleted	0.012376916052361797
women	0.06459004435173332
site	0.00548470757948416
night	0.00940809282946864
imagine	0.006513727093020671
threaten	0.014149199038295701
van	0.017266546656498405
forgotten	0.04935612123354771
older	0.017462977502663457
