management	0.09916730863850254
hour	0.04129134142309321
dnc	0.008265419502203386
situations	0.025629814926136918
urgent	0.04836724841918527
celebrate	0.011528235485537719
because	0.0024289957943623985
kaepernick	0.03894508807263031
warriors	0.006875301324992922
mall	0.018604680066818258
a	0.006593503598677608
human	0.0029317234376091683
loves	0.01750122615837002
upon	0.013846682829201207
happening	0.0020945681920641057
telling	0.015159295740633905
call	0.014388482257622015
drink	0.02217801299541855
he	0.002778703782112424
websites	0.12084440476706604
legacy	0.005076765627737734
familia	0.036841451675978076
#whiteprivilege	0.015563054135218302
shall	0.008518684453103553
rallies	0.0028600772742838343
think	0.005320850625641249
test	0.030816920045620533
real	0.010413262323012429
it	0.009292193568298246
join	0.0073670111842871755
clinton	0.0043989005299318595
c	0.018771438446210764
bombs	0.056284381683790796
store	0.01810259450593399
opened	0.01833102386476182
mural	0.04567682674504603
stephen	0.04650006845967891
previously	0.005913781725456091
denounce	0.00969981831505684
alle	0.017844620766999664
ugly	0.002737389910984711
driver	0.01080219070089794
#terrorism	0.04901901757435834
dem	0.03145400738968096
superior	0.0037211241967488595
unlike	0.003570811933052087
source	0.013465880214907244
themselves	0.00539165216037607
shame	0.005451727980649412
#1stamendment	0.0354941375302279
environment	0.006234443613326146
crap	0.005710561720615126
detroit	0.027504779819467085
dragged	0.014860458713724989
mehr	0.022402102353688003
steps	0.039069331443028155
colour	0.0046405328116030375
vehicle	0.00669424861986323
air	0.015574800634369002
tries	0.03282135086425386
leaves	0.00916361548065625
understanding	0.01217192350531815
fights	0.016026876074311636
make	0.0045913959830603535
protest	0.012154139595177194
painted	0.007838458262291015
senate	0.009264333163835237
#hillary2016	0.042868529708711356
#hillaryclinton	0.008535582867546188
fleeing	0.013150007387123575
count	0.01680834732017733
shield	0.014654361407426486
#metoo	0.01861159937122181
raising	0.006829626321903315
httpurl	0.008291689618870057
person	0.003843573741046269
ali	0.03848636055424948
slams	0.009009021766003267
v	0.045858452508811154
sentence	0.011671896833717166
adding	0.008750209771477557
shoots	0.01909211821126866
sight	0.021956141277861718
strange	0.016685583824839534
smoke	0.01740604651424893
wasting	0.004614645364845016
ty	0.09307220658299764
yourselves	0.003375663248833871
writes	0.016111502609029493
zu	0.006424479156166507
proceeds	0.012401475298031928
#democrats	0.020256873449974178
at	0.006782989400357042
joins	0.014093714358956677
related	0.02461838249068582
suffers	0.04046588143511465
false	0.00953227427328529
ashamed	0.019492633255840053
catch	0.012801740084495417
bullies	0.018277676812958443
tax	0.002843258153688244
defense	0.013246322502685759
law	0.021558937818641377
insanity	0.006116830297088538
well	0.010442606378523234
steal	0.010680074649094928
older	0.017462977502663457
patrol	0.010938108579690686
watch	0.01150339450822535
shots	0.016721057628774072
bar	0.011995137590575355
#covid19	0.02207378410875327
cruelty	0.03854663008805592
bodies	0.014540306586493523
robbed	0.010550920828793164
solutions	0.0220477018317482
extremely	0.007263115317388769
spin	0.00985762084687869
voice	0.009898715626355692
brutality	0.012900814718289633
